,id_cliente,churn,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte,streaming_tv,streaming_filmes,contrato,fatura_online,forma_pagamento,cobranca_diaria,cobranca_mensal,cobranca_total
6093,8328-SKJNO,No,Male,No,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),1.355,40.65,947.4
6094,8329-GWVPJ,No,Female,No,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2.325,69.75,3557.7
6095,8329-IBCTI,Yes,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6549999999999999,19.65,19.65
6096,8329-UTMVM,No,Male,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),3.4883333333333337,104.65,2964.0
6097,8331-ZXFOE,No,Female,No,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),2.3699999999999997,71.1,4299.2
6098,8332-OSJDW,No,Male,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.88,26.4,314.95
6099,8336-TAVKX,No,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),2.615,78.45,5682.25
6100,8337-MSSXB,Yes,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.8766666666666665,86.3,1180.95
6101,8337-UPOAQ,Yes,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2.993333333333333,89.8,914.3
6102,8338-QIUNR,No,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),2.216666666666667,66.5,4811.6
6103,8344-WFMFH,No,Male,No,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1.6700000000000002,50.1,484.05
6104,8345-MVDYC,No,Female,No,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),2.7216666666666667,81.65,3618.7
6105,8347-GDTMP,No,Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.6483333333333333,19.45,1225.65
6106,8348-HFYIV,Yes,Male,No,No,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.6416666666666666,49.25,90.35
6107,8348-JLBUG,No,Male,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),2.6766666666666667,80.3,5017.7
6108,8350-NYMVI,No,Female,No,No,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1.37,41.1,1597.05
6109,8353-CFNVI,undefined,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,3.3333333333333335,100.0,4211.55
6110,8356-WUAOJ,No,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.5,45.0,45.0
6111,8357-EQXFO,Yes,Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.1783333333333332,95.35,660.9
6112,8361-LBRDI,No,Female,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.8116666666666668,24.35,1423.85
6113,8361-LTMKD,Yes,Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2.48,74.4,306.6
6114,8364-TRMMK,Yes,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1.6883333333333332,50.65,151.3
6115,8372-JUXUI,Yes,Male,No,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.478333333333333,74.35,74.35
6116,8374-UULRV,No,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),2.868333333333333,86.05,6309.65
6117,8374-XGEJJ,Yes,Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.3666666666666667,101.0,4388.4
6118,8375-DKEBR,Yes,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.32,69.6,69.6
6119,8375-KVTHK,No,Male,No,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,3.3433333333333333,100.3,6754.35
6120,8378-LKJAF,No,Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3.371666666666667,101.15,3956.7
6121,8380-MQINP,No,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.6766666666666666,20.3,1079.05
6122,8380-PEFPE,Yes,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.3883333333333336,71.65,71.65
6123,8382-SHQEH,Yes,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.83,84.9,764.95
6124,8383-SGHJU,No,Female,No,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,1.98,59.4,1952.8
6125,8384-FZBJK,No,Female,No,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.353333333333333,100.6,5611.7
6126,8386-OSYMC,undefined,Female,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),3.506666666666667,105.2,6225.4
6127,8387-MOJJT,Yes,Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2.5983333333333336,77.95,3384.0
6128,8387-UGUSU,No,Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6683333333333333,20.05,284.3
6129,8388-DMKAE,No,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.675,20.25,174.65
6130,8388-FYNPZ,No,Male,No,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,1.8916666666666666,56.75,245.15
6131,8390-FESFV,No,Female,No,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),2.816666666666667,84.5,5193.2
6132,8393-DLHGA,Yes,Male,No,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.1966666666666668,95.9,2448.75
6133,8393-JMVMB,No,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6483333333333333,19.45,19.45
6134,8395-ETZKQ,No,Male,Yes,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.65,19.5,1193.55
6135,8397-MVTAZ,Yes,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.335,100.05,3480.0
6136,8398-TBIYD,No,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),2.8233333333333333,84.7,6185.15
6137,8399-YNDCH,Yes,Male,Yes,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2.0016666666666665,60.05,1236.15
6138,8400-WZICQ,No,Female,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,1.8566666666666667,55.7,3131.8
6139,8401-EMUWF,No,Male,No,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2.3133333333333335,69.4,3058.3
6140,8402-EIVQS,No,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),3.3633333333333337,100.9,6733.15
6141,8402-OOOHJ,No,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.6883333333333332,20.65,835.15
6142,8404-FYDIB,No,Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2.8883333333333336,86.65,2208.75
6143,8404-GFGCZ,No,Male,No,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,2.1866666666666665,65.6,250.1
6144,8404-VIOMB,No,Female,No,No,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2.0833333333333335,62.5,4136.4
6145,8404-VLQFB,No,Female,No,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.8416666666666667,25.25,394.85
6146,8405-IGQFX,No,Female,No,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),3.0016666666666665,90.05,5817.0
6147,8406-LNMHF,No,Male,Yes,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),2.765,82.95,4903.15
6148,8409-WQJUX,No,Female,No,No,No,25,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,1.8066666666666669,54.2,1423.15
6149,8410-BGQXN,No,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6466666666666666,19.4,93.4
6150,8413-VONUO,Yes,Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,3.1883333333333335,95.65,167.3
6151,8413-YNHNV,No,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,3.021666666666667,90.65,6322.1
6152,8414-MYSHR,Yes,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.046666666666667,91.4,449.75
6153,8414-OOEEL,No,Male,No,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2.65,79.5,5196.1
6154,8417-FMLZI,Yes,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),2.7849999999999997,83.55,477.55
6155,8417-GSODA,No,Male,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),3.0733333333333333,92.2,2568.15
6156,8421-WZOOW,No,Female,Yes,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),3.1766666666666667,95.3,5567.45
6157,8429-XIBUM,Yes,Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3.378333333333333,101.35,2317.1
6158,8430-TWCBX,No,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.69,20.7,1032.05
6159,8433-WPJTV,No,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),3.4633333333333334,103.9,6767.1
6160,8433-WXGNA,Yes,Male,No,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.5233333333333334,75.7,189.2
6161,8434-PNQZX,No,Female,No,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2.615,78.45,3373.4
6162,8434-VGEQQ,No,Male,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.685,20.55,1305.95
6163,8436-BJUMM,Yes,Male,No,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2.7916666666666665,83.75,2070.6
6164,8439-LTUGF,No,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.6666666666666666,20.0,198.6
6165,8441-SHIPE,No,Female,No,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.8533333333333334,25.6,1790.35
6166,8443-WVPSS,Yes,Male,No,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3.328333333333333,99.85,990.9
6167,8443-ZRDBZ,Yes,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.5349999999999997,76.05,318.9
6168,8444-WRIDW,Yes,Female,Yes,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2.6816666666666666,80.45,5224.35
6169,8445-DNBAE,No,Male,No,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.6683333333333332,50.05,50.05
6170,8450-JOVAH,Yes,Male,No,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,1.8900000000000001,56.7,113.55
6171,8450-LUGUK,No,Female,No,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.8033333333333333,24.1,861.85
6172,8450-UYIBU,No,Female,Yes,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1.3283333333333334,39.85,1434.6
6173,8454-AATJP,No,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3.835,115.05,8405.0
6174,8455-HIRAQ,No,Female,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1.4816666666666667,44.45,369.3
6175,8456-QDAVC,No,Male,No,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2.6233333333333335,78.7,1495.1
6176,8457-XIGKN,No,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.6533333333333334,19.6,356.15
6177,8461-EFQYM,No,Female,No,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,0.8083333333333333,24.25,914.4
6178,8464-EETCQ,No,Male,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.6266666666666667,18.8,1094.35
6179,8465-SBRXP,No,Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),3.1633333333333336,94.9,3616.25
6180,8466-PZBLH,No,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3.4866666666666664,104.6,6885.75
6181,8467-WYNSR,No,Male,No,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,1.8366666666666667,55.1,1253.15
6182,8468-EHYJA,No,Female,No,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.3216666666666668,99.65,5497.05
6183,8468-FZTOE,No,Female,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,2.478333333333333,74.35,5237.4
6184,8469-SNFFH,No,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),2.646666666666667,79.4,5528.9
6185,8473-VUVJN,Yes,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.455,73.65,73.65
6186,8474-UMLNT,No,Female,No,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),2.26,67.8,842.25
6187,8480-PPONV,No,Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3.8516666666666666,115.55,7159.05
6188,8481-YYXWG,Yes,Female,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,2.978333333333333,89.35,461.7
6189,8485-GJCDN,Yes,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2.3016666666666667,69.05,318.5
6190,8486-AYEQH,No,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.5349999999999997,76.05,2227.8
6191,8490-BXHEO,No,Male,Yes,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2.685,80.55,1411.65
6192,8495-LJDFO,No,Female,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3.631666666666667,108.95,7111.3
6193,8495-PRWFH,No,Female,Yes,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1.855,55.65,2421.75
6194,8496-DMZUK,No,Male,No,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),3.0133333333333336,90.4,2820.65
6195,8496-EJAUI,Yes,Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2.4616666666666664,73.85,1424.5
6196,8498-XXGWA,No,Female,No,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1.8383333333333334,55.15,3673.15
6197,8499-BRXTD,No,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.67,20.1,401.85
6198,8510-AWCXC,Yes,Female,Yes,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.36,100.8,1308.1
6199,8510-BBWMU,No,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.6583333333333333,19.75,806.95
6200,8510-TMWYB,No,Female,No,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),1.9933333333333332,59.8,3246.45
6201,8512-WIWYV,No,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.6783333333333333,20.35,707.5
6202,8513-OLYGY,No,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3.86,115.8,8332.15
6203,8514-VZHEB,No,Male,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.65,19.5,1147.85
6204,8515-OCTJS,Yes,Female,No,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.825,24.75,692.1
6205,8519-IMDHU,Yes,Male,Yes,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2.853333333333333,85.6,1345.55
6206,8519-QJGJD,Yes,Female,No,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,2.5116666666666663,75.35,1025.95
6207,8530-KXSOX,undefined,Male,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.8416666666666667,25.25,1728.2
6208,8532-UEFWH,No,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.8583333333333333,25.75,1345.85
6209,8535-SFUTN,No,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.5483333333333333,106.45,6300.15
6210,8540-ZQGEA,No,Female,No,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.6683333333333333,20.05,1102.4
6211,8541-QVFKM,No,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.45,73.5,632.2
6212,8543-MSDMF,No,Male,No,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2.58,77.4,206.15
6213,8544-GOQSH,No,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2.6683333333333334,80.05,1112.3
6214,8544-JNBOX,No,Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.6933333333333334,20.8,1521.2
6215,8547-NSBBO,No,Male,No,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,3.225,96.75,3403.4
6216,8548-AWOFC,No,Male,No,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,2.1283333333333334,63.85,4264.6
6217,8550-XSXUQ,No,Male,No,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),2.3516666666666666,70.55,3420.5
6218,8552-OBVRU,No,Female,Yes,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3.4833333333333334,104.5,5068.05
6219,8559-CIZFV,Yes,Male,No,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,2.5833333333333335,77.5,1625.0
6220,8559-WNQZS,No,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.6816666666666666,20.45,20.45
6221,8561-NMTBD,No,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),3.7449999999999997,112.35,7388.45
6222,8562-GHPPI,No,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.66,19.8,19.8
6223,8563-IIOXK,Yes,Male,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,1.6583333333333334,49.75,331.3
6224,8563-OYMQY,No,Male,No,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),3.0316666666666667,90.95,1612.2
6225,8564-LDKFL,No,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),3.533333333333333,106.0,4178.65
6226,8565-CLBZW,Yes,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,2.9949999999999997,89.85,2165.05
6227,8565-HBFNN,No,Male,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),3.5733333333333333,107.2,7317.1
6228,8565-WUXZU,No,Male,Yes,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),2.8266666666666667,84.8,6141.65
6229,8566-YPRGL,No,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.65,19.5,19.5
6230,8570-KLJYJ,No,Female,No,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,1.8150000000000002,54.45,1893.5
6231,8571-ZCMCX,No,Female,No,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),2.0,60.0,2768.65
6232,8573-CGOCC,No,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.6583333333333333,19.75,294.9
6233,8573-JGCZW,No,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.6549999999999999,19.65,351.55
6234,8577-QSOCG,No,Female,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.6733333333333333,20.2,746.05
6235,8580-AECUZ,Yes,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2.6366666666666663,79.1,79.1
6236,8580-QVLOC,Yes,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3.0816666666666666,92.45,6440.25
6237,8582-KRHPJ,No,Male,No,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1.1666666666666667,35.0,1782.4
6238,8584-KMVXD,No,Female,No,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,2.52,75.6,535.55
6239,8587-XYZSF,No,Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),1.6849999999999998,50.55,3260.1
6240,8590-OHDIW,No,Female,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.6766666666666666,20.3,749.35
6241,8590-YFFQO,No,Male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),2.165,64.95,4523.25
